# Teff logg metallicity alpha specname
9500 2.00 -0.30 0.0 09500_p2.0_m0.3_p00.spec
9500 2.50 -0.30 0.0 09500_p2.5_m0.3_p00.spec
9500 3.00 -0.30 0.0 09500_p3.0_m0.3_p00.spec
9500 3.50 -0.30 0.0 09500_p3.5_m0.3_p00.spec
9500 4.00 -0.30 0.0 09500_p4.0_m0.3_p00.spec
9500 4.50 -0.30 0.0 09500_p4.5_m0.3_p00.spec
9500 5.00 -0.30 0.0 09500_p5.0_m0.3_p00.spec
9750 2.00 -0.30 0.0 09750_p2.0_m0.3_p00.spec
9750 2.50 -0.30 0.0 09750_p2.5_m0.3_p00.spec
9750 3.00 -0.30 0.0 09750_p3.0_m0.3_p00.spec
9750 3.50 -0.30 0.0 09750_p3.5_m0.3_p00.spec
9750 4.00 -0.30 0.0 09750_p4.0_m0.3_p00.spec
9750 4.50 -0.30 0.0 09750_p4.5_m0.3_p00.spec
9750 5.00 -0.30 0.0 09750_p5.0_m0.3_p00.spec
10000 2.00 -0.30 0.0 10000_p2.0_m0.3_p00.spec
10000 2.50 -0.30 0.0 10000_p2.5_m0.3_p00.spec
10000 3.00 -0.30 0.0 10000_p3.0_m0.3_p00.spec
10000 3.50 -0.30 0.0 10000_p3.5_m0.3_p00.spec
10000 4.00 -0.30 0.0 10000_p4.0_m0.3_p00.spec
10000 4.50 -0.30 0.0 10000_p4.5_m0.3_p00.spec
10000 5.00 -0.30 0.0 10000_p5.0_m0.3_p00.spec
10500 2.00 -0.30 0.0 10500_p2.0_m0.3_p00.spec
10500 2.50 -0.30 0.0 10500_p2.5_m0.3_p00.spec
10500 3.00 -0.30 0.0 10500_p3.0_m0.3_p00.spec
10500 3.50 -0.30 0.0 10500_p3.5_m0.3_p00.spec
10500 4.00 -0.30 0.0 10500_p4.0_m0.3_p00.spec
10500 4.50 -0.30 0.0 10500_p4.5_m0.3_p00.spec
10500 5.00 -0.30 0.0 10500_p5.0_m0.3_p00.spec
11000 2.50 -0.30 0.0 11000_p2.5_m0.3_p00.spec
11000 3.00 -0.30 0.0 11000_p3.0_m0.3_p00.spec
11000 3.50 -0.30 0.0 11000_p3.5_m0.3_p00.spec
11000 4.00 -0.30 0.0 11000_p4.0_m0.3_p00.spec
11000 4.50 -0.30 0.0 11000_p4.5_m0.3_p00.spec
11000 5.00 -0.30 0.0 11000_p5.0_m0.3_p00.spec
11500 2.50 -0.30 0.0 11500_p2.5_m0.3_p00.spec
11500 3.00 -0.30 0.0 11500_p3.0_m0.3_p00.spec
11500 3.50 -0.30 0.0 11500_p3.5_m0.3_p00.spec
11500 4.00 -0.30 0.0 11500_p4.0_m0.3_p00.spec
11500 4.50 -0.30 0.0 11500_p4.5_m0.3_p00.spec
11500 5.00 -0.30 0.0 11500_p5.0_m0.3_p00.spec
12000 2.50 -0.30 0.0 12000_p2.5_m0.3_p00.spec
12000 3.00 -0.30 0.0 12000_p3.0_m0.3_p00.spec
12000 3.50 -0.30 0.0 12000_p3.5_m0.3_p00.spec
12000 4.00 -0.30 0.0 12000_p4.0_m0.3_p00.spec
12000 4.50 -0.30 0.0 12000_p4.5_m0.3_p00.spec
12000 5.00 -0.30 0.0 12000_p5.0_m0.3_p00.spec
12500 2.50 -0.30 0.0 12500_p2.5_m0.3_p00.spec
12500 3.00 -0.30 0.0 12500_p3.0_m0.3_p00.spec
12500 3.50 -0.30 0.0 12500_p3.5_m0.3_p00.spec
12500 4.00 -0.30 0.0 12500_p4.0_m0.3_p00.spec
12500 4.50 -0.30 0.0 12500_p4.5_m0.3_p00.spec
12500 5.00 -0.30 0.0 12500_p5.0_m0.3_p00.spec
13000 2.50 -0.30 0.0 13000_p2.5_m0.3_p00.spec
13000 3.00 -0.30 0.0 13000_p3.0_m0.3_p00.spec
13000 3.50 -0.30 0.0 13000_p3.5_m0.3_p00.spec
13000 4.00 -0.30 0.0 13000_p4.0_m0.3_p00.spec
13000 4.50 -0.30 0.0 13000_p4.5_m0.3_p00.spec
13000 5.00 -0.30 0.0 13000_p5.0_m0.3_p00.spec
14000 2.00 -0.30 0.0 14000_p2.0_m0.3_p00.spec
14000 2.50 -0.30 0.0 14000_p2.5_m0.3_p00.spec
14000 3.00 -0.30 0.0 14000_p3.0_m0.3_p00.spec
14000 3.50 -0.30 0.0 14000_p3.5_m0.3_p00.spec
14000 4.00 -0.30 0.0 14000_p4.0_m0.3_p00.spec
14000 4.50 -0.30 0.0 14000_p4.5_m0.3_p00.spec
14000 5.00 -0.30 0.0 14000_p5.0_m0.3_p00.spec
15000 2.50 -0.30 0.0 15000_p2.5_m0.3_p00.spec
15000 3.00 -0.30 0.0 15000_p3.0_m0.3_p00.spec
15000 3.50 -0.30 0.0 15000_p3.5_m0.3_p00.spec
15000 4.00 -0.30 0.0 15000_p4.0_m0.3_p00.spec
15000 4.50 -0.30 0.0 15000_p4.5_m0.3_p00.spec
15000 5.00 -0.30 0.0 15000_p5.0_m0.3_p00.spec
16000 2.50 -0.30 0.0 16000_p2.5_m0.3_p00.spec
16000 3.00 -0.30 0.0 16000_p3.0_m0.3_p00.spec
16000 3.50 -0.30 0.0 16000_p3.5_m0.3_p00.spec
16000 4.00 -0.30 0.0 16000_p4.0_m0.3_p00.spec
16000 4.50 -0.30 0.0 16000_p4.5_m0.3_p00.spec
16000 5.00 -0.30 0.0 16000_p5.0_m0.3_p00.spec
17000 2.50 -0.30 0.0 17000_p2.5_m0.3_p00.spec
17000 3.00 -0.30 0.0 17000_p3.0_m0.3_p00.spec
17000 3.50 -0.30 0.0 17000_p3.5_m0.3_p00.spec
17000 4.00 -0.30 0.0 17000_p4.0_m0.3_p00.spec
17000 4.50 -0.30 0.0 17000_p4.5_m0.3_p00.spec
17000 5.00 -0.30 0.0 17000_p5.0_m0.3_p00.spec
18000 2.50 -0.30 0.0 18000_p2.5_m0.3_p00.spec
18000 3.00 -0.30 0.0 18000_p3.0_m0.3_p00.spec
18000 3.50 -0.30 0.0 18000_p3.5_m0.3_p00.spec
18000 4.00 -0.30 0.0 18000_p4.0_m0.3_p00.spec
18000 4.50 -0.30 0.0 18000_p4.5_m0.3_p00.spec
18000 5.00 -0.30 0.0 18000_p5.0_m0.3_p00.spec
19000 2.50 -0.30 0.0 19000_p2.5_m0.3_p00.spec
19000 3.00 -0.30 0.0 19000_p3.0_m0.3_p00.spec
19000 3.50 -0.30 0.0 19000_p3.5_m0.3_p00.spec
19000 4.00 -0.30 0.0 19000_p4.0_m0.3_p00.spec
19000 4.50 -0.30 0.0 19000_p4.5_m0.3_p00.spec
19000 5.00 -0.30 0.0 19000_p5.0_m0.3_p00.spec
20000 3.00 -0.30 0.0 20000_p3.0_m0.3_p00.spec
20000 3.50 -0.30 0.0 20000_p3.5_m0.3_p00.spec
20000 4.00 -0.30 0.0 20000_p4.0_m0.3_p00.spec
20000 4.50 -0.30 0.0 20000_p4.5_m0.3_p00.spec
20000 5.00 -0.30 0.0 20000_p5.0_m0.3_p00.spec
21000 3.00 -0.30 0.0 21000_p3.0_m0.3_p00.spec
21000 3.50 -0.30 0.0 21000_p3.5_m0.3_p00.spec
21000 4.00 -0.30 0.0 21000_p4.0_m0.3_p00.spec
21000 4.50 -0.30 0.0 21000_p4.5_m0.3_p00.spec
21000 5.00 -0.30 0.0 21000_p5.0_m0.3_p00.spec
22000 3.00 -0.30 0.0 22000_p3.0_m0.3_p00.spec
22000 3.50 -0.30 0.0 22000_p3.5_m0.3_p00.spec
22000 4.00 -0.30 0.0 22000_p4.0_m0.3_p00.spec
22000 4.50 -0.30 0.0 22000_p4.5_m0.3_p00.spec
22000 5.00 -0.30 0.0 22000_p5.0_m0.3_p00.spec
23000 3.00 -0.30 0.0 23000_p3.0_m0.3_p00.spec
23000 3.50 -0.30 0.0 23000_p3.5_m0.3_p00.spec
23000 4.00 -0.30 0.0 23000_p4.0_m0.3_p00.spec
23000 4.50 -0.30 0.0 23000_p4.5_m0.3_p00.spec
23000 5.00 -0.30 0.0 23000_p5.0_m0.3_p00.spec
24000 3.00 -0.30 0.0 24000_p3.0_m0.3_p00.spec
24000 3.50 -0.30 0.0 24000_p3.5_m0.3_p00.spec
24000 4.00 -0.30 0.0 24000_p4.0_m0.3_p00.spec
24000 4.50 -0.30 0.0 24000_p4.5_m0.3_p00.spec
24000 5.00 -0.30 0.0 24000_p5.0_m0.3_p00.spec
25000 3.00 -0.30 0.0 25000_p3.0_m0.3_p00.spec
25000 3.50 -0.30 0.0 25000_p3.5_m0.3_p00.spec
25000 4.00 -0.30 0.0 25000_p4.0_m0.3_p00.spec
25000 4.50 -0.30 0.0 25000_p4.5_m0.3_p00.spec
25000 5.00 -0.30 0.0 25000_p5.0_m0.3_p00.spec
26000 3.00 -0.30 0.0 26000_p3.0_m0.3_p00.spec
26000 3.50 -0.30 0.0 26000_p3.5_m0.3_p00.spec
26000 4.00 -0.30 0.0 26000_p4.0_m0.3_p00.spec
26000 4.50 -0.30 0.0 26000_p4.5_m0.3_p00.spec
26000 5.00 -0.30 0.0 26000_p5.0_m0.3_p00.spec
27000 3.50 -0.30 0.0 27000_p3.5_m0.3_p00.spec
27000 4.00 -0.30 0.0 27000_p4.0_m0.3_p00.spec
27000 4.50 -0.30 0.0 27000_p4.5_m0.3_p00.spec
27000 5.00 -0.30 0.0 27000_p5.0_m0.3_p00.spec
28000 3.50 -0.30 0.0 28000_p3.5_m0.3_p00.spec
28000 4.00 -0.30 0.0 28000_p4.0_m0.3_p00.spec
28000 4.50 -0.30 0.0 28000_p4.5_m0.3_p00.spec
28000 5.00 -0.30 0.0 28000_p5.0_m0.3_p00.spec
29000 3.50 -0.30 0.0 29000_p3.5_m0.3_p00.spec
29000 4.00 -0.30 0.0 29000_p4.0_m0.3_p00.spec
29000 4.50 -0.30 0.0 29000_p4.5_m0.3_p00.spec
29000 5.00 -0.30 0.0 29000_p5.0_m0.3_p00.spec
30000 3.50 -0.30 0.0 30000_p3.5_m0.3_p00.spec
30000 4.00 -0.30 0.0 30000_p4.0_m0.3_p00.spec
30000 4.50 -0.30 0.0 30000_p4.5_m0.3_p00.spec
30000 5.00 -0.30 0.0 30000_p5.0_m0.3_p00.spec
31000 3.50 -0.30 0.0 31000_p3.5_m0.3_p00.spec
31000 4.00 -0.30 0.0 31000_p4.0_m0.3_p00.spec
31000 4.50 -0.30 0.0 31000_p4.5_m0.3_p00.spec
31000 5.00 -0.30 0.0 31000_p5.0_m0.3_p00.spec
32000 4.00 -0.30 0.0 32000_p4.0_m0.3_p00.spec
32000 4.50 -0.30 0.0 32000_p4.5_m0.3_p00.spec
32000 5.00 -0.30 0.0 32000_p5.0_m0.3_p00.spec
33000 4.00 -0.30 0.0 33000_p4.0_m0.3_p00.spec
33000 4.50 -0.30 0.0 33000_p4.5_m0.3_p00.spec
33000 5.00 -0.30 0.0 33000_p5.0_m0.3_p00.spec
34000 4.00 -0.30 0.0 34000_p4.0_m0.3_p00.spec
34000 4.50 -0.30 0.0 34000_p4.5_m0.3_p00.spec
34000 5.00 -0.30 0.0 34000_p5.0_m0.3_p00.spec
35000 4.00 -0.30 0.0 35000_p4.0_m0.3_p00.spec
35000 4.50 -0.30 0.0 35000_p4.5_m0.3_p00.spec
35000 5.00 -0.30 0.0 35000_p5.0_m0.3_p00.spec
37500 4.50 -0.30 0.0 37500_p4.5_m0.3_p00.spec
37500 5.00 -0.30 0.0 37500_p5.0_m0.3_p00.spec
40000 4.50 -0.30 0.0 40000_p4.5_m0.3_p00.spec
40000 5.00 -0.30 0.0 40000_p5.0_m0.3_p00.spec
42500 5.00 -0.30 0.0 42500_p5.0_m0.3_p00.spec
45000 5.00 -0.30 0.0 45000_p5.0_m0.3_p00.spec
47500 5.00 -0.30 0.0 47500_p5.0_m0.3_p00.spec
50000 5.00 -0.30 0.0 50000_p5.0_m0.3_p00.spec
2000 3.50 0.00 0.0 02000_p3.5_p0.0_p00.spec
2000 4.00 0.00 0.0 02000_p4.0_p0.0_p00.spec
2000 4.50 0.00 0.0 02000_p4.5_p0.0_p00.spec
2000 5.00 0.00 0.0 02000_p5.0_p0.0_p00.spec
2000 5.50 0.00 0.0 02000_p5.5_p0.0_p00.spec
2200 3.50 0.00 0.0 02200_p3.5_p0.0_p00.spec
2200 4.00 0.00 0.0 02200_p4.0_p0.0_p00.spec
2200 4.50 0.00 0.0 02200_p4.5_p0.0_p00.spec
2200 5.00 0.00 0.0 02200_p5.0_p0.0_p00.spec
2200 5.50 0.00 0.0 02200_p5.5_p0.0_p00.spec
2500 -1.02 0.00 0.0 02500_m1.0_p0.0_p00.spec
2500 -0.70 0.00 0.0 02500_m0.7_p0.0_p00.spec
2500 -0.29 0.00 0.0 02500_m0.3_p0.0_p00.spec
2500 0.28 0.00 0.0 02500_p0.3_p0.0_p00.spec
2500 3.50 0.00 0.0 02500_p3.5_p0.0_p00.spec
2500 4.00 0.00 0.0 02500_p4.0_p0.0_p00.spec
2500 4.50 0.00 0.0 02500_p4.5_p0.0_p00.spec
2500 5.00 0.00 0.0 02500_p5.0_p0.0_p00.spec
2500 5.50 0.00 0.0 02500_p5.5_p0.0_p00.spec
2800 -1.02 0.00 0.0 02800_m1.0_p0.0_p00.spec
2800 -0.70 0.00 0.0 02800_m0.7_p0.0_p00.spec
2800 -0.29 0.00 0.0 02800_m0.3_p0.0_p00.spec
2800 0.28 0.00 0.0 02800_p0.3_p0.0_p00.spec
2800 0.60 0.00 0.0 02800_p0.6_p0.0_p00.spec
2800 3.50 0.00 0.0 02800_p3.5_p0.0_p00.spec
2800 4.00 0.00 0.0 02800_p4.0_p0.0_p00.spec
2800 4.50 0.00 0.0 02800_p4.5_p0.0_p00.spec
2800 5.00 0.00 0.0 02800_p5.0_p0.0_p00.spec
2800 5.50 0.00 0.0 02800_p5.5_p0.0_p00.spec
3000 -0.70 0.00 0.0 03000_m0.7_p0.0_p00.spec
3000 -0.29 0.00 0.0 03000_m0.3_p0.0_p00.spec
3000 0.28 0.00 0.0 03000_p0.3_p0.0_p00.spec
3000 0.60 0.00 0.0 03000_p0.6_p0.0_p00.spec
3000 3.50 0.00 0.0 03000_p3.5_p0.0_p00.spec
3000 4.00 0.00 0.0 03000_p4.0_p0.0_p00.spec
3000 4.50 0.00 0.0 03000_p4.5_p0.0_p00.spec
3000 5.00 0.00 0.0 03000_p5.0_p0.0_p00.spec
3000 5.50 0.00 0.0 03000_p5.5_p0.0_p00.spec
3200 -0.70 0.00 0.0 03200_m0.7_p0.0_p00.spec
3200 -0.51 0.00 0.0 03200_m0.5_p0.0_p00.spec
3200 -0.29 0.00 0.0 03200_m0.3_p0.0_p00.spec
3200 0.28 0.00 0.0 03200_p0.3_p0.0_p00.spec
3200 0.60 0.00 0.0 03200_p0.6_p0.0_p00.spec
3200 3.50 0.00 0.0 03200_p3.5_p0.0_p00.spec
3200 4.00 0.00 0.0 03200_p4.0_p0.0_p00.spec
3200 4.50 0.00 0.0 03200_p4.5_p0.0_p00.spec
3200 5.00 0.00 0.0 03200_p5.0_p0.0_p00.spec
3200 5.50 0.00 0.0 03200_p5.5_p0.0_p00.spec
3350 -0.51 0.00 0.0 03350_m0.5_p0.0_p00.spec
3350 -0.29 0.00 0.0 03350_m0.3_p0.0_p00.spec
3350 0.28 0.00 0.0 03350_p0.3_p0.0_p00.spec
3350 0.60 0.00 0.0 03350_p0.6_p0.0_p00.spec
3350 0.87 0.00 0.0 03350_p0.9_p0.0_p00.spec
3350 3.50 0.00 0.0 03350_p3.5_p0.0_p00.spec
3350 4.00 0.00 0.0 03350_p4.0_p0.0_p00.spec
3350 4.50 0.00 0.0 03350_p4.5_p0.0_p00.spec
3350 5.00 0.00 0.0 03350_p5.0_p0.0_p00.spec
3350 5.50 0.00 0.0 03350_p5.5_p0.0_p00.spec
3500 0.00 0.00 0.0 03500_p0.0_p0.0_p00.spec
3500 0.50 0.00 0.0 03500_p0.5_p0.0_p00.spec
3500 1.00 0.00 0.0 03500_p1.0_p0.0_p00.spec
3500 1.50 0.00 0.0 03500_p1.5_p0.0_p00.spec
3500 2.00 0.00 0.0 03500_p2.0_p0.0_p00.spec
3500 2.50 0.00 0.0 03500_p2.5_p0.0_p00.spec
3500 3.00 0.00 0.0 03500_p3.0_p0.0_p00.spec
3500 3.50 0.00 0.0 03500_p3.5_p0.0_p00.spec
3500 4.00 0.00 0.0 03500_p4.0_p0.0_p00.spec
3500 4.50 0.00 0.0 03500_p4.5_p0.0_p00.spec
3500 5.00 0.00 0.0 03500_p5.0_p0.0_p00.spec
3750 0.00 0.00 0.0 03750_p0.0_p0.0_p00.spec
3750 0.50 0.00 0.0 03750_p0.5_p0.0_p00.spec
3750 1.00 0.00 0.0 03750_p1.0_p0.0_p00.spec
3750 1.50 0.00 0.0 03750_p1.5_p0.0_p00.spec
3750 2.00 0.00 0.0 03750_p2.0_p0.0_p00.spec
3750 2.50 0.00 0.0 03750_p2.5_p0.0_p00.spec
3750 3.00 0.00 0.0 03750_p3.0_p0.0_p00.spec
3750 3.50 0.00 0.0 03750_p3.5_p0.0_p00.spec
3750 4.00 0.00 0.0 03750_p4.0_p0.0_p00.spec
3750 4.50 0.00 0.0 03750_p4.5_p0.0_p00.spec
3750 5.00 0.00 0.0 03750_p5.0_p0.0_p00.spec
4000 0.00 0.00 0.0 04000_p0.0_p0.0_p00.spec
4000 0.50 0.00 0.0 04000_p0.5_p0.0_p00.spec
4000 1.00 0.00 0.0 04000_p1.0_p0.0_p00.spec
4000 1.50 0.00 0.0 04000_p1.5_p0.0_p00.spec
4000 2.00 0.00 0.0 04000_p2.0_p0.0_p00.spec
4000 2.50 0.00 0.0 04000_p2.5_p0.0_p00.spec
4000 3.00 0.00 0.0 04000_p3.0_p0.0_p00.spec
4000 3.50 0.00 0.0 04000_p3.5_p0.0_p00.spec
4000 4.00 0.00 0.0 04000_p4.0_p0.0_p00.spec
4000 4.50 0.00 0.0 04000_p4.5_p0.0_p00.spec
4000 5.00 0.00 0.0 04000_p5.0_p0.0_p00.spec
4250 0.00 0.00 0.0 04250_p0.0_p0.0_p00.spec
4250 0.50 0.00 0.0 04250_p0.5_p0.0_p00.spec
4250 1.00 0.00 0.0 04250_p1.0_p0.0_p00.spec
4250 1.50 0.00 0.0 04250_p1.5_p0.0_p00.spec
4250 2.00 0.00 0.0 04250_p2.0_p0.0_p00.spec
4250 2.50 0.00 0.0 04250_p2.5_p0.0_p00.spec
4250 3.00 0.00 0.0 04250_p3.0_p0.0_p00.spec
4250 3.50 0.00 0.0 04250_p3.5_p0.0_p00.spec
4250 4.00 0.00 0.0 04250_p4.0_p0.0_p00.spec
4250 4.50 0.00 0.0 04250_p4.5_p0.0_p00.spec
4250 5.00 0.00 0.0 04250_p5.0_p0.0_p00.spec
4500 0.00 0.00 0.0 04500_p0.0_p0.0_p00.spec
4500 0.50 0.00 0.0 04500_p0.5_p0.0_p00.spec
4500 1.00 0.00 0.0 04500_p1.0_p0.0_p00.spec
4500 1.50 0.00 0.0 04500_p1.5_p0.0_p00.spec
4500 2.00 0.00 0.0 04500_p2.0_p0.0_p00.spec
4500 2.50 0.00 0.0 04500_p2.5_p0.0_p00.spec
4500 3.00 0.00 0.0 04500_p3.0_p0.0_p00.spec
4500 3.50 0.00 0.0 04500_p3.5_p0.0_p00.spec
4500 4.00 0.00 0.0 04500_p4.0_p0.0_p00.spec
4500 4.50 0.00 0.0 04500_p4.5_p0.0_p00.spec
4500 5.00 0.00 0.0 04500_p5.0_p0.0_p00.spec
4750 0.00 0.00 0.0 04750_p0.0_p0.0_p00.spec
4750 0.50 0.00 0.0 04750_p0.5_p0.0_p00.spec
4750 1.00 0.00 0.0 04750_p1.0_p0.0_p00.spec
4750 1.50 0.00 0.0 04750_p1.5_p0.0_p00.spec
4750 2.00 0.00 0.0 04750_p2.0_p0.0_p00.spec
4750 2.50 0.00 0.0 04750_p2.5_p0.0_p00.spec
4750 3.00 0.00 0.0 04750_p3.0_p0.0_p00.spec
4750 3.50 0.00 0.0 04750_p3.5_p0.0_p00.spec
4750 4.00 0.00 0.0 04750_p4.0_p0.0_p00.spec
4750 4.50 0.00 0.0 04750_p4.5_p0.0_p00.spec
4750 5.00 0.00 0.0 04750_p5.0_p0.0_p00.spec
5000 0.00 0.00 0.0 05000_p0.0_p0.0_p00.spec
5000 0.50 0.00 0.0 05000_p0.5_p0.0_p00.spec
5000 1.00 0.00 0.0 05000_p1.0_p0.0_p00.spec
5000 1.50 0.00 0.0 05000_p1.5_p0.0_p00.spec
5000 2.00 0.00 0.0 05000_p2.0_p0.0_p00.spec
5000 2.50 0.00 0.0 05000_p2.5_p0.0_p00.spec
5000 3.00 0.00 0.0 05000_p3.0_p0.0_p00.spec
5000 3.50 0.00 0.0 05000_p3.5_p0.0_p00.spec
5000 4.00 0.00 0.0 05000_p4.0_p0.0_p00.spec
5000 4.50 0.00 0.0 05000_p4.5_p0.0_p00.spec
5000 5.00 0.00 0.0 05000_p5.0_p0.0_p00.spec
5250 0.00 0.00 0.0 05250_p0.0_p0.0_p00.spec
5250 0.50 0.00 0.0 05250_p0.5_p0.0_p00.spec
5250 1.00 0.00 0.0 05250_p1.0_p0.0_p00.spec
5250 1.50 0.00 0.0 05250_p1.5_p0.0_p00.spec
5250 2.00 0.00 0.0 05250_p2.0_p0.0_p00.spec
5250 2.50 0.00 0.0 05250_p2.5_p0.0_p00.spec
5250 3.00 0.00 0.0 05250_p3.0_p0.0_p00.spec
5250 3.50 0.00 0.0 05250_p3.5_p0.0_p00.spec
5250 4.00 0.00 0.0 05250_p4.0_p0.0_p00.spec
5250 4.50 0.00 0.0 05250_p4.5_p0.0_p00.spec
5250 5.00 0.00 0.0 05250_p5.0_p0.0_p00.spec
5500 0.00 0.00 0.0 05500_p0.0_p0.0_p00.spec
5500 0.50 0.00 0.0 05500_p0.5_p0.0_p00.spec
5500 1.00 0.00 0.0 05500_p1.0_p0.0_p00.spec
5500 1.50 0.00 0.0 05500_p1.5_p0.0_p00.spec
5500 2.00 0.00 0.0 05500_p2.0_p0.0_p00.spec
5500 2.50 0.00 0.0 05500_p2.5_p0.0_p00.spec
5500 3.00 0.00 0.0 05500_p3.0_p0.0_p00.spec
5500 3.50 0.00 0.0 05500_p3.5_p0.0_p00.spec
5500 4.00 0.00 0.0 05500_p4.0_p0.0_p00.spec
5500 4.50 0.00 0.0 05500_p4.5_p0.0_p00.spec
5500 5.00 0.00 0.0 05500_p5.0_p0.0_p00.spec
5750 0.00 0.00 0.0 05750_p0.0_p0.0_p00.spec
5750 0.50 0.00 0.0 05750_p0.5_p0.0_p00.spec
5750 1.00 0.00 0.0 05750_p1.0_p0.0_p00.spec
5750 1.50 0.00 0.0 05750_p1.5_p0.0_p00.spec
5750 2.00 0.00 0.0 05750_p2.0_p0.0_p00.spec
5750 2.50 0.00 0.0 05750_p2.5_p0.0_p00.spec
5750 3.00 0.00 0.0 05750_p3.0_p0.0_p00.spec
5750 3.50 0.00 0.0 05750_p3.5_p0.0_p00.spec
5750 4.00 0.00 0.0 05750_p4.0_p0.0_p00.spec
5750 4.50 0.00 0.0 05750_p4.5_p0.0_p00.spec
5750 5.00 0.00 0.0 05750_p5.0_p0.0_p00.spec
6000 0.00 0.00 0.0 06000_p0.0_p0.0_p00.spec
6000 0.50 0.00 0.0 06000_p0.5_p0.0_p00.spec
6000 1.00 0.00 0.0 06000_p1.0_p0.0_p00.spec
6000 1.50 0.00 0.0 06000_p1.5_p0.0_p00.spec
6000 2.00 0.00 0.0 06000_p2.0_p0.0_p00.spec
6000 2.50 0.00 0.0 06000_p2.5_p0.0_p00.spec
6000 3.00 0.00 0.0 06000_p3.0_p0.0_p00.spec
6000 3.50 0.00 0.0 06000_p3.5_p0.0_p00.spec
6000 4.00 0.00 0.0 06000_p4.0_p0.0_p00.spec
6000 4.50 0.00 0.0 06000_p4.5_p0.0_p00.spec
6000 5.00 0.00 0.0 06000_p5.0_p0.0_p00.spec
6250 0.50 0.00 0.0 06250_p0.5_p0.0_p00.spec
6250 1.00 0.00 0.0 06250_p1.0_p0.0_p00.spec
6250 1.50 0.00 0.0 06250_p1.5_p0.0_p00.spec
6250 2.00 0.00 0.0 06250_p2.0_p0.0_p00.spec
6250 2.50 0.00 0.0 06250_p2.5_p0.0_p00.spec
6250 3.00 0.00 0.0 06250_p3.0_p0.0_p00.spec
6250 3.50 0.00 0.0 06250_p3.5_p0.0_p00.spec
6250 4.00 0.00 0.0 06250_p4.0_p0.0_p00.spec
6250 4.50 0.00 0.0 06250_p4.5_p0.0_p00.spec
6250 5.00 0.00 0.0 06250_p5.0_p0.0_p00.spec
6500 0.50 0.00 0.0 06500_p0.5_p0.0_p00.spec
6500 1.00 0.00 0.0 06500_p1.0_p0.0_p00.spec
6500 1.50 0.00 0.0 06500_p1.5_p0.0_p00.spec
6500 2.00 0.00 0.0 06500_p2.0_p0.0_p00.spec
6500 2.50 0.00 0.0 06500_p2.5_p0.0_p00.spec
6500 3.00 0.00 0.0 06500_p3.0_p0.0_p00.spec
6500 3.50 0.00 0.0 06500_p3.5_p0.0_p00.spec
6500 4.00 0.00 0.0 06500_p4.0_p0.0_p00.spec
6500 4.50 0.00 0.0 06500_p4.5_p0.0_p00.spec
6500 5.00 0.00 0.0 06500_p5.0_p0.0_p00.spec
6750 0.50 0.00 0.0 06750_p0.5_p0.0_p00.spec
6750 1.00 0.00 0.0 06750_p1.0_p0.0_p00.spec
6750 1.50 0.00 0.0 06750_p1.5_p0.0_p00.spec
6750 2.00 0.00 0.0 06750_p2.0_p0.0_p00.spec
6750 2.50 0.00 0.0 06750_p2.5_p0.0_p00.spec
6750 3.00 0.00 0.0 06750_p3.0_p0.0_p00.spec
6750 3.50 0.00 0.0 06750_p3.5_p0.0_p00.spec
6750 4.00 0.00 0.0 06750_p4.0_p0.0_p00.spec
6750 4.50 0.00 0.0 06750_p4.5_p0.0_p00.spec
6750 5.00 0.00 0.0 06750_p5.0_p0.0_p00.spec
7000 0.50 0.00 0.0 07000_p0.5_p0.0_p00.spec
7000 1.00 0.00 0.0 07000_p1.0_p0.0_p00.spec
7000 1.50 0.00 0.0 07000_p1.5_p0.0_p00.spec
7000 2.00 0.00 0.0 07000_p2.0_p0.0_p00.spec
7000 2.50 0.00 0.0 07000_p2.5_p0.0_p00.spec
7000 3.00 0.00 0.0 07000_p3.0_p0.0_p00.spec
7000 3.50 0.00 0.0 07000_p3.5_p0.0_p00.spec
7000 4.00 0.00 0.0 07000_p4.0_p0.0_p00.spec
7000 4.50 0.00 0.0 07000_p4.5_p0.0_p00.spec
7000 5.00 0.00 0.0 07000_p5.0_p0.0_p00.spec
7250 0.50 0.00 0.0 07250_p0.5_p0.0_p00.spec
7250 1.00 0.00 0.0 07250_p1.0_p0.0_p00.spec
7250 1.50 0.00 0.0 07250_p1.5_p0.0_p00.spec
7250 2.00 0.00 0.0 07250_p2.0_p0.0_p00.spec
7250 2.50 0.00 0.0 07250_p2.5_p0.0_p00.spec
7250 3.00 0.00 0.0 07250_p3.0_p0.0_p00.spec
7250 3.50 0.00 0.0 07250_p3.5_p0.0_p00.spec
7250 4.00 0.00 0.0 07250_p4.0_p0.0_p00.spec
7250 4.50 0.00 0.0 07250_p4.5_p0.0_p00.spec
7250 5.00 0.00 0.0 07250_p5.0_p0.0_p00.spec
7500 0.50 0.00 0.0 07500_p0.5_p0.0_p00.spec
7500 1.00 0.00 0.0 07500_p1.0_p0.0_p00.spec
7500 1.50 0.00 0.0 07500_p1.5_p0.0_p00.spec
7500 2.00 0.00 0.0 07500_p2.0_p0.0_p00.spec
7500 2.50 0.00 0.0 07500_p2.5_p0.0_p00.spec
7500 3.00 0.00 0.0 07500_p3.0_p0.0_p00.spec
